"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Stk16"	341.081015136661	-0.129787959681801	0.157628694999998	-0.864159393417058	0.387500335545639	0.999847817557225
"Tuba4a"	610.432876375467	-0.122833149157357	0.165224161712249	-0.708785313153006	0.478457713200351	0.999847817557225
"Dnajb2"	309.894821976746	0.0823953675566067	0.16479292799201	0.52669931714105	0.598402409898096	0.999847817557225
"Dnpep"	228.531168559447	0.011777357128414	0.157684147876681	0.0504743099823081	0.959744420967597	0.999847817557225
"Des"	25.4523970267658	0.100277246100282	0.151407561026634	0.963875190497388	0.3351085035981	0.999847817557225
"Speg"	8.73232227270246	-0.00597090631579552	0.116193990302797	-0.253755315983421	0.79968459634698	0.999847817557225
"Gmppa"	143.955393856058	-0.0687583507804043	0.16675562631879	-0.383087497894562	0.701654889091387	0.999847817557225
"Chpf"	29.0588861034301	-0.199936910236695	0.157619278772366	-1.48649165087891	0.137149123630813	0.999847817557225
"Obsl1"	10.5434892900282	0.114854911382963	0.116726844976662	1.1188305016477	0.263212456537191	0.999847817557225
"Stk11ip"	46.9598624418364	0.0306967504170129	0.163834281257118	0.205668290744918	0.837050029327601	0.999847817557225
"Farsb"	164.464809527995	0.108691440344794	0.162932597051751	0.730282081109214	0.465217778917857	0.999847817557225
"Mogat1"	32.4022157633036	-0.0350866353004573	0.125146890157863	0.833717199965889	0.4044403634216	0.999847817557225
"Acsl3"	295.841592927742	0.0354680675928437	0.165762394515954	-0.123599292694004	0.901632552541219	0.999847817557225
